Category,Author,Title,Year,Publisher,Journal,Booktitle,node_id,Goto PDF,CommunityID
Reinforcement_Learning," M. Blum, W. Evans, P. Gemmell, S. Kannan M. ", Naor Checking the Correctness of Memories FOCS 91. ,Unknown,Unknown,Unknown,Unknown,238,https://www.cs.ubc.ca/~will/papers/memcheck.pdf,18
Reinforcement_Learning, S. Kannan and M. Blum. , Designing programs that check their work. ,1989,Unknown,Unknown," In Proceedings of the 1989 Symposium on Theory of Computing, ",239,https://lib.manaraa.com/books/Designing%20programs%20that%20check%20their%20work.pdf,12
Reinforcement_Learning, A. Blum and M.L. Furst. , Fast planning through planning graph analysis. ,1995,Unknown,Unknown," In Proc. IJCAI-95, ",240,https://www.cs.cmu.edu/~avrim/Papers/graphplan.pdf,11
Reinforcement_Learning, Craig Boutilier and Moises Goldszmidt. , The frame problem and Bayesian network action representations. ,1996,Unknown,Unknown," In Proceedings of the Eleventh Biennial Canadian Conference on Artificial Intelligence, ",242,https://www.cs.toronto.edu/~cebly/Papers/_download_/BN-frame.pdf,8
Reinforcement_Learning," Leake, D. ", Adaptive similarity assessment for case-based explanation. , 1995b. ,Unknown, International Journal of Expert Systems 8(2) ,Unknown,243,https://homes.luddy.indiana.edu/leake/papers/p-97-02.pdf,49
Reinforcement_Learning," Ousterhout, J. "," Why Aren\'t Operating Systems Getting Faster As Fast as Hardware? Proceedings of the 1990 Summer Usenix, "," 1990, ",Unknown,Unknown,Unknown,244,https://web.stanford.edu/~ouster/cgi-bin/papers/osfaster.pdf,6
Reinforcement_Learning," E. Wobber, M. Abadi, M. Burrows, and B. Lampson. ", Authentication in the taos operating system. ,1994,Unknown," ACM Transactions on Computer Systems, ",Unknown,245,https://pdos.csail.mit.edu/archive/6.824-2001/papers/taos-sosp.pdf,2
Reinforcement_Learning," M. Bellare, O. Goldreich and E. Petrank. ", Uniform Generation of NP-witnesses using an NP-oracle. ,1997,Unknown,Unknown,Unknown,246,https://cseweb.ucsd.edu/~mihir/papers/ug.pdf,6
Reinforcement_Learning, M. Bellare and O. Goldreich. , On Defining Proofs of Knowledge. ,1992," Springer-Verlag, ",Unknown," Advances in Cryptology - Crypto 92 Proceedings, Lecture Notes in Computer Science Vol. ",247,https://www.wisdom.weizmann.ac.il/~oded/PSX/pok.pdf,46
Reinforcement_Learning," R. Impagliazzo and M. Naor, "," Efficient Cryptographic Schemes Provably as Secure as Subset-Sum, ",Unknown,Unknown,Unknown," Proc. of FOCS 89, ",248,https://web.stevens.edu/algebraic/Files/SubsetSum/impagliazzo96efficient.pdf,20
Reinforcement_Learning," S. C. Billups and M. C. Ferris, QPCOMP: "," A quadratic program based solver for mixed complementarity problems, ", (1996). ,Unknown," Mathematical Programming, ",Unknown,249,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=7ff040dfefbecc8a855e67ff889ab374d1291b46,8
Genetic_Algorithms," D. DeWitt, P. Futtersack, D. Maier, F. Velez, "," A Study of Three Alternative Workstation-Server Architectures for Object-Oriented Database Systems, ",1990,Unknown,Unknown," Proceedings of the 16th International Conferece on Very Large Data Bases, ",250,https://minds.wisconsin.edu/bitstream/handle/1793/59302/TR936.pdf?sequence=1,47
Genetic_Algorithms," A. Hosking, J. E. B. Moss, "," Object Fault Handling for Persistent Programming Languages: A Performance Evaluation, ",1993,Unknown,Unknown, Proceedings of the 16th International Conferece on Very Large Data Bases ,251,https://www.cs.purdue.edu/homes/hosking/papers/oopsla93.pdf,17
Genetic_Algorithms," Liskov B., Day M., Shrira L. ", Distributed Object Management in Thor. ,1993,Unknown,Unknown, Distributed Object Management. ,254,https://pmg.csail.mit.edu/papers/dist-mgmt.pdf,17
Genetic_Algorithms," J. O\'Toole, L. Shrira, "," Opportunistic Log: Efficient Installation Reads in a Reliable Storage Server, "," 1994, ",Unknown,Unknown," USENIX Symposium on Operating Systems Design and Implementation (OSDI), ",255,https://pmg.csail.mit.edu/papers/osdi94-opplog.pdf,19
Genetic_Algorithms, S. J. White and D. J. DeWitt. , A performance study of alternative object faulting and pointer swizzling strategies. ,1992,Unknown,Unknown," In Proceedings of the 18th VLDB Conference, ",258,https://pages.cs.wisc.edu/~dewitt/includes/oodbms/vldb92.pdf,20
Genetic_Algorithms," Wilson, P. R. ", Pointer swizzling at page fault time: Efficiently supporting huge address spaces on standard hardware. ,1990,Unknown," ACM SIGARCH Computer Architecture News, ",Unknown,260,https://ieeexplore.ieee.org/iel4/439/6454/00252959.pdf,48
Genetic_Algorithms, D. Goldberg. ," Genetic Algorithms in Search, Optimization and Machine Learning. ",1989," Wiley and Sons, ",Unknown,Unknown,262,http://www2.fiit.stuba.sk/~kvasnicka/Free%20books/Goldberg_Genetic_Algorithms_in_Search.pdf,19
Genetic_Algorithms, Michael A. Lee and Hideyuki Takagi. , Dynamic control of genetic algorithms using fuzzy logic techniques. ,1993,Unknown,Unknown," In 5th Int\'l Conference on Genetic Algorithms (ICGA\'93), ",264,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=9048383928c7ea72e047c8d90774d7070f03c9a6,18
Genetic_Algorithms," D. L. Black, "," Scheduling Support for Concurrency and Parallelism in the Mach Operating System, ",1990,Unknown," IEEE Computer, ",Unknown,265,https://lass.cs.umass.edu/~shenoy/courses/spring04/677/readings/black90scheduling.pdf,18
Genetic_Algorithms," Karlin, A. R., Li, K., Manasse, M., and Owicki, S. ", Empirical Studies of Competitive Spinning for Shared Memory Multiprocessors. ,1991,Unknown,Unknown," In Proceedings of the Thirteenth ACM Symposium on Operating Systems Principles, ",266,https://www.cs.umd.edu/~hollings/cs818z/s99/lectures/lect04/lect04.pdf,22
Genetic_Algorithms," O. Krieger, M. Stumm, and R. Unrau. ", A Fair Fast Scalable Reader-Writer Lock. ,1993,Unknown,Unknown," In Proceedings of the 1993 International Conference on Parallel Processing, ",267,https://www.eecg.toronto.edu/~stumm/Papers/Krieger-ICPP93.pdf,0
Genetic_Algorithms," Marsh, B., Scott, M., LeBlanc, T., and Markatos, E. ", First-Class User-Level Threads. ,1991,Unknown,Unknown," In Proceedings of the Thirteenth ACM Symposium on Operating Systems Principles,pages 110-121,Pacific Grove, ",268,http://www.cs.wisc.edu/~bart/736/papers/threads.pdf,6
Genetic_Algorithms, John M. Mellor-Crummey and Michael L. Scott. , Algorithms for scal able synchronization on shared-memory multiprocessors. ," 1991), ",Unknown, ACM Trans. Comput. Syst. ,Unknown,269,http://web.mit.edu/6.173/www/currentsemester/readings/R06-scalable-synchronization-1991.pdf,10
Genetic_Algorithms," R. Wisniewski, L. Kontothanassis, and M. Scott. ", Scalable spin locks for multiprogrammed systems. ,1994,Unknown,Unknown," In Proceedings of the Eighth International Parallel Processing Symposium, ",271,https://apps.dtic.mil/sti/tr/pdf/ADA265007.pdf,2
Genetic_Algorithms," Virginia M. Lo, Sanjay Rajopadhye, and et. al. Oregami: ", Software tools for mapping parallel computations to parallel architectures. ,1990,Unknown,Unknown,Unknown,272,http://publications.csail.mit.edu/lcs/pubs/pdf/MIT-LCS-TR-725.pdf,23
Genetic_Algorithms," M. L. Bailey, B. Gopal, P. Sarkar, M. A. Pagels, and L. L. Peterson. Pathfinder: ", A pattern-based packet classifier. ,1994,Unknown,Unknown," In Proceedings of the 1 st Symposium on Operating System Design and Implementation. USENIX, ",273,(no link returned),43
Genetic_Algorithms," Dawson R. Engler, M. Frans Kaashoek, and James W. O\'Toole Jr. Exokernel: ", An operating system architecture for application-level resource management. ,Unknown,Unknown,Unknown," In Proceedings of the Fifteenth ACM Symposium on Operating Systems Principles , December 1995. ",274,https://pdos.csail.mit.edu/6.828/2008/readings/engler95exokernel.pdf,8
Genetic_Algorithms, J. Kay and J. Pasquale. , The Importance of Non-Data Touching Processing Overheads in TCP/IP. ,1993,Unknown,Unknown," In Proc. of SIGCOMM93, ",283,https://cseweb.ucsd.edu/~pasquale/Research/Papers/sigcomm93.pdf,49
Genetic_Algorithms, Henry Massalin. ," Synthesis: An Efficeint Implementation of Fundamental Operating System Services, ",Unknown,Unknown,Unknown,Unknown,284,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=1467a614509e49995a213a138f86c81b43f4cd56,33
Genetic_Algorithms, Steven McCanne and Van Jacobsen. , The BSD Packet Filter: A New Architecture for User-Level Packet Capture. ,Unknown,Unknown,Unknown," In Proceedings of the 1993 Winter USENIX Conference , January 1993. ",287,https://www.tcpdump.org/papers/bpf-usenix93.pdf,50
Genetic_Algorithms," S. O\'Malley, T. Proebstring, and A. Montz. ", (p 106) ,1994," ACM SIGCOMM, "," In Computer Communication Review, ",Unknown,290,https://dl.acm.org/doi/pdf/10.1145/190314.190341,6
Genetic_Algorithms," Pettis, K. and Hansen, R. C. ", Profile guided code positioning. ,1990,Unknown,Unknown," In Proceedings of the ACM SIGPLAN \'90 Conference on Programming Language Design and Implementation (SIGPLAN \'90), ",291,https://pages.cs.wisc.edu/~fischer/cs701.f05/code.positioning.pdf,11
Genetic_Algorithms," Barto, A.G., Bradtke, S.J., Singh, S.P., ", Learning to Act using Real- Time Dynamic Programming. ,1993,Unknown,Unknown,Unknown,294,https://www.sciencedirect.com/science/article/pii/000437029400011O/pdf?md5=9fb6f16e901b8dfff10140c0009a84a1&pid=1-s2.0-000437029400011O-main.pdf,12
Genetic_Algorithms," Howard, R. A. ", Dynamic Programming and Markov Processes. ,1960, MIT Press. ,Unknown,Unknown,298,https://gwern.net/doc/statistics/decision/1960-howard-dynamicprogrammingmarkovprocesses.pdf,10
Genetic_Algorithms," Singh, S. P. ", Reinforcement Learning Algorithms for Average-Payoff Markovian Decision Processes. ,1994," MIT Press, ",Unknown," In Proceedings of AAAI-94, ",299,https://www.aiinternational.org/Papers/AAAI/1994/AAAI94-107.pdf,2
Genetic_Algorithms, P. Tadepalli and D. , Ok. Scaling up average reward reinforcement learning by approx-imating the domain models and the value function. ,1996,Unknown,Unknown," In Proceedings of International Machine Learning Conference, ",301,https://www.researchgate.net/profile/Prasad-Tadepalli/publication/2719890_Scaling_Up_Average_Reward_Reinforcement_Learning_by_Approximating_the_Domain_Models_and_the_Value_Function/links/54df89250cf29666378b83b5/Scaling-Up-Average-Reward-Reinforcement-Learning-by-Approximating-the-Domain-Models-and-the-Value-Function.pdf,6
Genetic_Algorithms," O. Goldreich, R. Rubinfeld and M. Sudan. ", Learning polynomials with queries: The highly noisy case. ,1995,Unknown,Unknown," Proceedings of the 36th Symposium on Foundations of Computer Science, IEEE, ",303,https://people.csail.mit.edu/madhu/papers/1995/grs-journ.pdf,12
Genetic_Algorithms, Alexander S. Aiken and Edward L. Wimmers. , Type inclusion constraints and type inference. ,1993," ACM, ",Unknown," In FPCA \'93, Conf. Funct. Program. ",304,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=c7d4b5f669c27b69a8e956f3f3ac66d54f4ea8f6,0
Genetic_Algorithms," K. Bruce, L. Cardelli, G. Castagna, The Hopkins Object Group, G. Leavens, and B. Pierce. ", On binary methods. ,Unknown,Unknown," Theory and Practice of Obj. Sys., ",Unknown,305,http://lucacardelli.name/Papers/Binary.pdf,8
Genetic_Algorithms," Jonathan Eifrig, Scott Smith, Valery Trifonov, Amy Zwarico. ", An interpretation of typed OOP in a language with state. ,1995,Unknown,Unknown, Lisp and Symbolic Computation 8(4) ,306,https://link.springer.com/content/pdf/10.1007/BF01018829.pdf,12
Genetic_Algorithms," Guruduth Banavar, Douglas Orr, and Gary Lindstrom. "," Layered, server-based support for object oriented application development. ",1995,Unknown, IEEE Computer Society. ," Proceedings of the Fourth International Workshop on Object Orientation in Operating Systems, ",309,https://www.cs.utah.edu/docs/techreports/1995/pdf/UUCS-95-007.pdf,14
Genetic_Algorithms, Gilad Bracha and Gary Lindstrom. , Modularity meets inheritance. ,1992,Unknown, IEEE Computer Society. ," In Proc. International Conference on Computer Languages, ",310,https://bracha.org/modularity-meets-inheritance.pdf,17
Genetic_Algorithms, Kim B. Bruce. , A preliminary version appeared in POPL 1993 under the title Safe Type Checking in a Statically Typed Object-Oriented Programming Language. ,1994,Unknown," Journal of Functional Programming, ",Unknown,311,"https://gacbe.ac.in/images/E%20books/Foundations%20of%20Object-Oriented%20Languages,%202002%20bbbb.pdf",0
Genetic_Algorithms," Orr, D. and Mecklenburg, R. W. ", OMOS - An Object Server for Program Execution. ," 1992, "," IEEE Computer Society Press, Los Alamitos, ",Unknown," In Proceedings of the International Workshop on Object Oriented Operating Systems, ",312,https://www.cs.utah.edu/docs/techreports/1992/pdf/UUCS-92-033.pdf,6
Genetic_Algorithms," James Arvo, Kenneth Torrance, and Brian Smits. ", A framework for the analysis of error in global illumination algorithms. ,1994,Unknown,Unknown," In Proceedings SIGGRAPH, ",313,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=745a700de9be604dc351e481272fae8093292cd1,14
Genetic_Algorithms, S. Hong and R. Gerber. , Compiling real-time programs into schedu-lable code. ,1993," ACM Press, "," SIGPLAN Notices, ", In Proceedings of the ACM SIGPLAN \'93 Conference on Programming Language Design and Implementation. ,314,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=81d6def69b8411868ee4d42969a0f77af0209394,0
Genetic_Algorithms," Myers, Brad A., and Buxton, William. "," Creating Highly Interactive and Graphical User Interfaces by Demonstration. Proceedings of SIGGRAPH 86 (Dallas, T exas, August 18-22, ", 1986). ,Unknown,Unknown," 1986) In Computer Graphics 20, ",315,https://www.billbuxton.com/demonstration.pdf,7
Genetic_Algorithms, H. T. Cadiz. , The development of a chaid-based model for chitra93. ,1994,Unknown,Unknown,Unknown,316,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=dea8f013905d24d9fe9f88670a5fff58ee7ee14d,0
Genetic_Algorithms," David Grove, Greg DeFouw, Jeffrey Dean, and Craig Chambers. ", Call Graph Construction in Object Oriented Languages. ,1997,Unknown,Unknown," In OOPSLA97 Conference Proceedings, ",317,https://pdfs.semanticscholar.org/fbad/340167a0e205fdb91e4dabfbd1036f84e50c.pdf,12
Genetic_Algorithms," C. Pu, H. Massalin, and J. Ioannidis. ", The Synthesis kernel. ,1988,Unknown," Computing Systems, ",Unknown,319,https://www.usenix.org/publications/compsystems/1988/win_pu.pdf,5
Genetic_Algorithms," J. B. Carter, J. K. Bennett, and W. Zwaenepoel. ", Implementation and Performance of Munin. ,1991,Unknown,Unknown," In Proceedingsof the 13th Symposium on Operating System Principles, ",320,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=013a3ba3ee318047ef0f2f3097a8d4c6208401f4,49
Genetic_Algorithms," T.H. Cormen, C.E. Leiserson, R.L. Rivest, "," Introduction to Algorithms, ",1990,Unknown,Unknown,Unknown,321,https://dl.ebooksworld.ir/books/Introduction.to.Algorithms.4th.Leiserson.Stein.Rivest.Cormen.MIT.Press.9780262046305.EBooksWorld.ir.pdf,10
Genetic_Algorithms, S. Wrobel and J.-U. Kietz. , Controlling the complexity of learning in logic through syntactic and task-oriented models. ,Unknown, Academic Press. ,Unknown," Inductive Logic Programming, ",322,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=1fc620f625c9beaac900f651fd7af5bd84ceda3d,6
Genetic_Algorithms," Mika Klemettinen, Heikki Mannila, Pirjo Ronkainen, Hannu Toivonen, and A. Inkeri Verkamo: ", Finding Interesting Rules from Large Sets of Discovered Association Rules. ,1994," ACM Press, ",Unknown," Proceedings of the Third International Conference on Information and Knowledge Management, ",323,http://www.cse.msu.edu/~cse960/Papers/Intersting_Rule_klemettinen94.pdf,23
Genetic_Algorithms, Tim Oates and Paul R. Cohen. , Toward a plan steering agent: Experiments with schedule maintenance. ,1994," AAAI Press, ",Unknown," Second International Conference on Artificial Intelligence Planning Systems, ",324,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=de680882bfd154c370d4b447025a44f67875b8b9,8
Genetic_Algorithms," D. Patterson T. Anderson, D. ", Culler and the NOW Team. A case for networks of workstations: Now. ,1995,Unknown,Unknown," Proceedings of IEEE Micro, ",326,https://www.cics.umass.edu/~emery/classes/cmpsci691st/readings/Dist/CaseForNOW.pdf,6
Genetic_Algorithms," A. C. Arpaci Dusseau, R. H. Arpaci Dusseau, D. E. Culler, J. M. Hellerstein, and D. A. Patterson. ", High-performance sorting on networks of workstations. ,1997,Unknown,Unknown," In Proc. SIGMOD Intl. Conf. on Management of Data, ",328,https://www.cs.cmu.edu/~natassa/courses/15-721/papers/p243-arpaci-dusseau.pdf,6
Genetic_Algorithms," Culler, D. E., Dusseau, A., Goldstein, S. C., Krishnamurthy, A., Lumetta, S., von Eicken, T., and Yelick, K. ", Parallel Programming in Split-C. ,1993,Unknown,Unknown,Unknown,330,https://www.researchgate.net/profile/Katherine-Yelick/publication/2313628_Parallel_Programming_in_Split-C/links/09e4150c1f49c90158000000/Parallel-Programming-in-Split-C.pdf,2
Genetic_Algorithms," D. E. Culler, R. M. Karp, D. A. Patterson, A. Sahay, K. E. Schauser, E. Santos, R. Subramonian, and T. von Eicken. ", LogP: Towards a Realistic Model of Parallel Computation. ,1993,Unknown,Unknown," In Fourth ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming, ",332,https://people.eecs.berkeley.edu/~kubitron/courses/cs258-S02/handouts/papers/logp.pdf,2
Genetic_Algorithms," David Culler, Lok Tin Liu, Richard Martin, and Chad Yoshikawa. ", LogP performance assessment of fast network interfaces. ,1996,Unknown,Unknown," IEEE Micro, ",338,https://citeseerx.ist.psu.edu/document?repid=rep1&amp;type=pdf&amp;doi=0aae56e9912462c7711d8fb2c39e95f453886026,17
Genetic_Algorithms," R. Cypher, A. Ho, S. Konstantinidou, and P. Messina. ", Architectural requirements of parallel scientific applications with explicit communication. ,1993,Unknown,Unknown," In Proceedings of 20th International Symposium on Computer Architecture, ",341,https://ieeexplore.ieee.org/iel4/914/7905/00698541.pdf,6
Genetic_Algorithms," Andrea C. Dusseau, David E. Culler, Klaus E. Schauser, and Richard P. Martin. ", Preliminary version: Fast Parallel Sorting under LogP: From theory to practice. ,1994,Unknown," IEEE Transactions on Parallel and Distributed Systems, "," In Portability and Performance for Parallel Processing, ",342,https://people.eecs.berkeley.edu/~culler/papers/fastsort.pdf,12
Genetic_Algorithms," Leiserson, C.E., Abuhamdeh, Z.S., Douglas D.C., Feynman C.R., Ganmukhi, M.N., Hill, J.V., Hillis, W.D., Kuszmaul, B.C., St. Pierre, M.A., Wells, D.S., Wong, M.C., Yang, S.W., Zak, R.: "," The network architecture of the Connection Machine CM-5, ",Unknown,Unknown,Unknown," Proceedings of the 4 th Annual ACM Symposium on Parallel Algorithms and Architectures (1992), ",345,https://dspace.mit.edu/bitstream/handle/1721.1/14719/18524280-MIT.pdf,3
Genetic_Algorithms," S. S. Lumetta, A. Krishnamurthy, D. E. Culler, "," Towards Modeling the Performance of a Fast Connected Components Algorithm on Parallel Machines, "," 1995, ",Unknown,Unknown," Proceedings of Supercomputing \'95, ",346,https://lumetta.web.engr.illinois.edu/508/slides/lecture5.pdf,6
Genetic_Algorithms, R. P. Martin. HPAM: , An Active Message layer for a network of HP workstations. ,1994,Unknown,Unknown," In Hot Interconnects II, ",347,https://www.cs.rutgers.edu/~rmartin/papers/cv-martin-sept.pdf,7
Genetic_Algorithms," S. K. Reinhardt, J. R. Larus, and D. A. Wood, Tempest and Typhoon: "," User-Level Shared Memory, ",1994,Unknown,Unknown," Proceedings of the 21st Annual International Symposium on Computer Architecture, ",348,https://minds.wisconsin.edu/bitstream/1793/59856/1/TR1214.pdf,49
Genetic_Algorithms," Thorsten von Eicken, David E. Culler, Seth Copen Coldstein, and Klaus Erik Schauser. ", Active Messages: a Mechanism for Integrated Communication and Computation. ,1992,Unknown,Unknown," In Proceedings of the 19th International Symposium on Computer Architecture, ",351,http://www.cs.cmu.edu/~seth/papers/voneicken-isca92.pdf,14
Genetic_Algorithms," M. Blum, M. Luby, and R. Rubinfeld. "," Self-testing and self-correcting programs, with applications to numerical programs. ",Unknown,Unknown,Unknown,Unknown,352,https://people.csail.mit.edu/joanne/selftestcorrect.pdf,17
Genetic_Algorithms," Rubinfeld, R., Sudan, M.: ", Testing polynomial functions efficiently and over rational domains. ,Unknown,Unknown,Unknown," In:Proc. 3rd Symp. on Discrete Algorithms, ACM-SIAM 1992, ",353,http://people.csail.mit.edu/madhu/papers/1992/rs-soda.pdf,6
Genetic_Algorithms, A. Blum and M.L. Furst. , Fast planning through planning graph analysis. ,1995,Unknown,Unknown," In Proc. IJCAI-95, ",354,https://www.cs.cmu.edu/~avrim/Papers/graphplan.pdf,8
Genetic_Algorithms, R. I. Brafman and Y. Shoham. , Knowledge considerations in robotics and distribution of robotic tasks. ,1995,Unknown,Unknown," In Proc. Fourteenth International Joint Conference on AI (IJCAI-95), ",355,https://www.ijcai.org/Proceedings/95-1/Papers/013.pdf,23
Genetic_Algorithms, Henry Kautz and Bart Sel-man. ," Pushing the envelope: planning, propositional logic, and stochastic search. ",1996,Unknown,Unknown," In Proceedings of AAAI-96, ",356,https://www21.in.tum.de/~lammich/2015_SS_Seminar_SAT/resources/AAAI96-177.pdf,23
Genetic_Algorithms," D. Weld, "," An Introduction to Least Commitment Planning, ",1994,Unknown,Unknown,Unknown,358,https://homes.cs.washington.edu/~weld/papers/pi.pdf,6
Genetic_Algorithms," Leake, D.; Kinley, A.; and Wilson, D. ", Linking adaptation and similarity learning. ,1996, In press. ,Unknown, In Proceedings of the Eighteenth Annual Conference of the Cognitive Science Society. ,361,https://homes.luddy.indiana.edu/leake/papers/p-96-03.pdf,49
Genetic_Algorithms," R. Alur, T.A. Henzinger, and S.K. Rajamani. "," Symbolic exploration of transition hierarchies. In TACAS 98: Tools and Algorithms for Construction and Analysis of Systems, ",1998," LNCS 1384, ",Unknown,Unknown,362,https://link.springer.com/content/pdf/10.1007/b96393.pdf,20
Genetic_Algorithms," B. Efron, ", Estimating the error rate of a prediction rule: improvement on cross-validation. ,Unknown,Unknown," Journal of the American Statistical Association, ",Unknown,363,https://sites.stat.washington.edu/courses/stat527/s14/readings/Efron_jasa1983.pdf,0
Genetic_Algorithms," Kohavi, R. ", Wrappers for Performance Enhancement and Oblivious Decision Graphs. ,1995,Unknown,Unknown,Unknown,364,http://i.stanford.edu/pub/cstr/reports/cs/tr/95/1560/CS-TR-95-1560.pdf,6
Genetic_Algorithms," C. de Boor, R. A. de Vore, A. Ron, "," On the construction of multivariate (pre-) wavelets, Constructive Approximation, ",Unknown,Unknown,Unknown," 9(1993), ",367,https://apps.dtic.mil/sti/tr/pdf/ADA247105.pdf,6
Genetic_Algorithms, M. Kaufmann and J S. Moore. ," See reports/km94.ps. (Written about a year before ACL2 was first released, this document is now somewhat dated but does provide some perspective on the system, especially with respect to Nqthm.) ",1994,Unknown,Unknown,Unknown,369,https://www.cs.utexas.edu/users/moore/publications/bkm96.pdf,53
Genetic_Algorithms," Dean, D., Felton, E., and Wallach, D. ", Java security: From hotjava to netscape and beyond. , (1996). ,Unknown,Unknown,Unknown,370,https://www.cs.rice.edu/~dwallach/pub/oakland96.pdf,18
Genetic_Algorithms, L. Gong. , New security architectural directions for Java. ,1997,Unknown,Unknown," In Proc. of IEEE COMPCON, ",371,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=4fbde29c4b00e4aabe172f8c57a0b99c340bcdfd,18
Genetic_Algorithms," T. Jaeger, A. Prakash, and A. Rubin. ", Building systems that flexibly control downloaded executable context. ,1996,Unknown,Unknown," In Proc of the 6th Usenix Security Symposium, ",372,https://web.eecs.umich.edu/~aprakash/papers/usenix96.pdf,6
Genetic_Algorithms," E. Wobber, M. Abadi, M. Burrows, and B. Lampson. ", Authentication in the taos operating system. ,1994,Unknown," ACM Transactions on Computer Systems, ",Unknown,373,https://pdos.csail.mit.edu/archive/6.824-2001/papers/taos-sosp.pdf,7
Genetic_Algorithms," M. Bellare, R. Canetti and H. "," Krawczyk Psuedorandom functions revisited: The cascade construction and its concrete security, ",1996,Unknown,Unknown," Proceedings of the 37th Symposium on Foundations of Computer Science, IEEE, ",375,https://cseweb.ucsd.edu/~mihir/papers/cascade.pdf,20
Genetic_Algorithms, H. Krawczyk. , New Hash Functions for Message Authentication. ," 1995, "," Springer-Verlag, ",Unknown," Proceedings of EUROCRYPT \'95, Lecture Notes in Computer Science, ",376,https://cseweb.ucsd.edu/~mihir/papers/kmd5.pdf,34
Genetic_Algorithms," M. Bellare, O. Goldreich and S. Goldwasser. ", Incremental cryptography and application to virus protection. ,1995,Unknown,Unknown," Proceedings of the 27th Annual Symposium on Theory of Computing, ACM, ",377,https://cseweb.ucsd.edu/~mihir/papers/inc2.pdf,14
Genetic_Algorithms," M. Bellare, S. Goldwasser and D. Micciancio. ", Pseudo-random Number Generation within Cryptographic Algorithms: the DSS Case. ,Unknown,Unknown,Unknown," In Crypto97, Springer Lecture Notes in Computer Science (Vol. ",378,https://cseweb.ucsd.edu/~mihir/papers/dss-lcg.pdf,49
Genetic_Algorithms," M. Bellare, R. Gu erin and P. Rogaway, "," XOR MAcs: New methods for message authentication using finite pseudorandom functions, ",1995," Springer-Verlag, ",Unknown," Advances in Cryptology - Crypto 95 Proceedings, Lecture Notes in Computer Science Vol. ",379,https://cseweb.ucsd.edu/~mihir/papers/xormacs.pdf,18
Genetic_Algorithms," M. Bellare, J. Kilian and P. Rogaway. ", The security of cipher block chaining. ,Unknown,Unknown,Unknown,Unknown,380,https://cseweb.ucsd.edu/~mihir/papers/cbc.pdf,54
Genetic_Algorithms, M. Bellare and S. Micali. , How to Sign Given any Trapdoor Permutation. ," 1992, ",Unknown," JACM, ",Unknown,381,https://cseweb.ucsd.edu/~mihir/papers/ds.pdf,49
Genetic_Algorithms, Mihir Bellare and Phillip Rogaway. , The exact security of digital signatures: How to sign with RSA and Rabin. ,1996," Springer-Verlag, ",Unknown," Advances in Cryptology|Eurocrypt 96, Lecture Notes in Computer Science Vol. ",382,https://www.cs.ucdavis.edu/~rogaway/papers/exact.pdf,12
Genetic_Algorithms," B. Chor, O. Goldreich, E. Kushilevitz, and M. Sudan. ", Private information retrieval. ,1995,Unknown,Unknown," In Proc. 36th Annual IEEE Symp. Foundations Comp. Sci., ",383,https://madhu.seas.harvard.edu/papers/1995/pir-journ.pdf,14
Genetic_Algorithms," Ivan Damgard, Oded Goldreich, Tatsuaki Okamoto, and Avi Wigderson. ", Honest verifier vs. dishonest verifier in public coin zero-knowledge proofs. ,1995," Springer-Verlag, ",Unknown," In Proceedings of Crypto `95, Lecture Notes in Computer Science, ",385,https://www.math.ias.edu/~avi/PUBLICATIONS/MYPAPERS/DGOW95/dgw.pdf,53
Genetic_Algorithms," Goldreich, O., "," A Uniform-Complexity Treatment of Encryption and Zero-Knowledge, "," 1993, ",Unknown," Jour. of Cryptology, ",Unknown,386,https://www.wisdom.weizmann.ac.il/~oded/PSX/uniform.pdf,10
Genetic_Algorithms," O. Goldreich, "," Foundations of Cryptography (Fragments of a Book), ",1995,Unknown,Unknown,Unknown,387,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=7735a79736272338a50dff84cb0de61dc5e7545b,0
Genetic_Algorithms, O. Goldreich and H. Krawczyk. , On the Composition of Zero Knowledge Proof Systems. ,1996,Unknown," SIAM J. on Computing, ",Unknown,388,https://mit6875.github.io/PAPERS/Goldreich-Krawczyk.pdf,18
Genetic_Algorithms, O. Goldreich and R. Ostrovsky. , Software protection and simulation by oblivious RAMs. ,1996,Unknown," JACM, ",Unknown,389,http://class.ece.iastate.edu/tyagi/cpre681/papers/p431-goldreich.pdf,37
