Id,Category,Paper Title
204,Reinforcement_Learning,"[ Grosof, 1992b ]  Benjamin N. Grosof.   Updating and Structure in Non-Monotonic Theories.   PhD thesis,   Computer Science Dept., Stanford University, Stanford,   California 94305,   October   1992.   Published by University Microfilms, Inc.. Also available as Research Report from Stanford University Computer Science Dept.   and/or IBM T.J. Watson Research Center. "
205,Reinforcement_Learning,"[Honavar, 94]  Honavar, V.G.   Toward Learning Systems That Integrate Different Strategies and Representations. In: Artificial Intelligence and Neural Networks: Steps toward Principled Integration. Honavar,   V. & Uhr, L.   (editors) New York:   Academic Press,   1994. "
207,Reinforcement_Learning,"[JEH79]  Jeffrey D. Ullman John E. Hopcroft.   Introduction to Automata Theory, Languages and Computation.   Addison Wesley,   Reading, MA,   1979. "
208,Reinforcement_Learning,"[16]  Parekh R.G., and Honavar V.G.   An Efficient Interactive Algorithm for Regular Language Learning.   Computer Science TR95-02, Iowa State University, Ames.   1995.   (Preliminary version appeared in Proceedings of the 5th UNB AI Symposium, Fredericton,   Canada,   1993). "
209,Reinforcement_Learning,"[Schapire, 91]  Schapire, R.E.,   The Design and Analysis of Efficient Learning Algorithms.   The MIT Press,   1992. "
212,Reinforcement_Learning,"[Balabanovic and Shoham, 1995]  Balabanovic, M. and Shoham, Y.   (1995).   Learning information retrieval agents: Experiments with automated web browsing.   In Working Notes of the AAAI Spring Symposium Series on Information Gathering from Distributed, Heterogeneous Environments.   AAAI-Press. "
215,Reinforcement_Learning,"[9]  Vibha A. Dixit-Radiya and Dhabaleswar K. Panda.   Task Assignment on Distributed-Memory Systems with Adaptive Wormhole Routing.   In Symposium on Parallel and Distributed Processing,   pages 674-681,   1993. "
216,Reinforcement_Learning,"[32]  W. L. Buntine.   Graphical models for discovering knowledge.   In Advances in Knowledge Discovery and Data Mining,   pages 59-81,   Menlo Park, CA, 1996.   AAAI Press. "
217,Reinforcement_Learning,"[Howe95]  Howe, Adele E. and Cohen, P.R.,   1995.   Understanding Planner Behavior.   AI Journal.   To appear. "
218,Reinforcement_Learning,"[Chambers 95]  Craig Chambers.   The Cecil Language: Specification and Rationale:   Version 2.0.   Department of Computer Science and Engineering, University of Washington,   December,   1995.   http://www.cs.washington.edu/ research/projects/cecil/www/Papers/cecil-spec.html "
220,Reinforcement_Learning,"[Flanagan & Felleisen 97]  Cormac Flanagan and Matthias Felleisen.   Componential Set-Based Analysis.   In Proceedings of the ACM SIGPLAN 97 Conference on Programming Language Design and Implementation,   pages 235248,   June   1997. "
221,Reinforcement_Learning,"[Aro97]  S. Arora.   Nearly linear time approximation schemes for Euclidean TSP and other geometric problems.   Manuscript,   1997. "
224,Reinforcement_Learning,"[AKK96]  S. Arora, D. Karger, M. Karpinski,   ""Polynomial time approximation schemes for dense instances of NP-Hard problems"",   STOC,   1996. "
226,Reinforcement_Learning,"[GS92]  G. A. Geist and V. S. Sunderam.   Network-based concurrent computing on the PVM system.   Concurrency: Practice and Experience,   4(4)   293-311,   June   1992. "
227,Reinforcement_Learning,"[Gharachorloo et al., 1990]  Kourosh Gharachorloo, Dan Lenoski, James Laudon, Phillip Gibbons, Anoop Gupta, and John Hennessy.   Memory consistency and event ordering in scalable shared-memory multiprocessors.   In Proceedings of the 17th Annual International Symposium on Computer Architecture (June 1990),   pp. 15-26. "
232,Reinforcement_Learning,"[Keleher et al. 94]  Keleher, P., Cox, A. L., Dwarkadas, S., and Zwaenepoel, W. TreadMarks:   Distributed shared memory on standard workstations and operating systems.   In Proceedings of the Winder 1994 USENIX Conference,   pages 115-132,   January   1994. "
236,Reinforcement_Learning,"[9]  R.K. Powalka, N. Sherkat, L.J. Evett,   R.J. Whitrow. Multiple word segmentation with interactive look-up for cursive script recognition.   Second Int. Conf. on Document Analysis and Recognition ICDAR\'93,   Tsukuba Science City, Japan,   pp. 196-199,   October   1993 "
237,Reinforcement_Learning,"[32]  Rajesh P.N. Rao and Dana H. Ballard.   Learning sac-cadic eye movements using multiscale spatial filters.   In G. Tesauro, D.S. Touretzky, and T.K. Leen, editors,   Advances in Neural Information Processing Systems 7,   pages 893-900.   Cambridge, MA:   MIT Press,   1995. "
239,Reinforcement_Learning,"[DCSM96]  Andrea C. Dusseau, David E. Culler, Klaus E. Schauser, and Richard P. Martin.   Fast parallel sorting under LogP: Experience with the CM-5.   IEEE Transactions on Parallel and Distributed Systems,   7   791-805,   1996.   Preliminary version: Fast Parallel Sorting under LogP: From theory to practice.   In Portability and Performance for Parallel Processing,   pp. 71-98,   1994. "
241,Reinforcement_Learning,"[BEGKN]  M. Blum, W. Evans, P. Gemmell, S. Kannan M.   Naor ""Checking the Correctness of Memories"" FOCS 91. "
242,Reinforcement_Learning,"[Kannan and Blum, 1989]  S. Kannan and M. Blum.   Designing programs that check their work.   In Proceedings of the 1989 Symposium on Theory of Computing,   1989. "
243,Reinforcement_Learning,"[Blum and Furst, 1995]  A. Blum and M.L. Furst.   Fast planning through planning graph analysis.   In Proc. IJCAI-95,   pages 1636-1642,   1995. "
246,Reinforcement_Learning," Leake, D.   1995b.   Adaptive similarity assessment for case-based explanation.   International Journal of Expert Systems 8(2)   165-194. "
247,Reinforcement_Learning,"[Ousterhout90]  Ousterhout, J.   ""Why Aren\'t Operating Systems Getting Faster As Fast as Hardware?"" Proceedings of the 1990 Summer Usenix,   Anaheim, CA,   June,   1990,   247-256. "
248,Reinforcement_Learning,"[WABL94]  E. Wobber, M. Abadi, M. Burrows, and B. Lampson.   Authentication in the taos operating system.   ACM Transactions on Computer Systems,   12(1)   3-32,   February   1994. "
249,Reinforcement_Learning,"[3]  M. Bellare, O. Goldreich and E. Petrank.   Uniform Generation of NP-witnesses using an NP-oracle.   In preparation,   1997. "
250,Reinforcement_Learning,"[BeGo]  M. Bellare and O. Goldreich.   On Defining Proofs of Knowledge.   Advances in Cryptology - Crypto 92 Proceedings, Lecture Notes in Computer Science Vol.   740,   E. Brickell ed.,   Springer-Verlag,   1992. "
251,Genetic_Algorithms,"[DeWitt90]  D. DeWitt, P. Futtersack, D. Maier, F. Velez,   ""A Study of Three Alternative Workstation-Server Architectures for Object-Oriented Database Systems"",   Proceedings of the 16th International Conferece on Very Large Data Bases,   Brisbane, Australia,   August,   1990. "
252,Genetic_Algorithms,"[Hoski93a]  A. Hosking, J. E. B. Moss,   ""Object Fault Handling for Persistent Programming Languages: A Performance Evaluation"",   Proceedings of the ACM Conference on Object-Oriented Programming Systems and Languages (OOPSLA),   pp. 288-303,   1993.   Proceedings of the 16th International Conferece on Very Large Data Bases "
256,Genetic_Algorithms,"[Otoole94]  J. O\'Toole, L. Shrira,   ""Opportunistic Log: Efficient Installation Reads in a Reliable Storage Server"",   USENIX Symposium on Operating Systems Design and Implementation (OSDI),   November   1994,   pp. 39-48. "
259,Genetic_Algorithms,"[White & DeWitt 92]  S. J. White and D. J. DeWitt.   A performance study of alternative object faulting and pointer swizzling strategies.   In Proceedings of the 18th VLDB Conference,   pages 419-431,   1992. "
261,Genetic_Algorithms,"[Wilson 91]  Wilson, P. R.   Pointer swizzling at page fault time: Efficiently supporting huge address spaces on standard hardware.   ACM SIGARCH Computer Architecture News,   19(4),   June   1991.   University of Illinois at Chicago Technical Report UIC-EECS-90-6,   December   1990. "
263,Genetic_Algorithms,"[Go]  D. Goldberg.   Genetic Algorithms in Search, Optimization and Machine Learning.   Menlo Park,   Wiley and Sons,   1989. "
265,Genetic_Algorithms,"[5]  Michael A. Lee and Hideyuki Takagi.   Dynamic control of genetic algorithms using fuzzy logic techniques.   In 5th Int\'l Conference on Genetic Algorithms (ICGA\'93),   1993.   5 "
266,Genetic_Algorithms,"[Black, 1990]  D. L. Black,   ""Scheduling Support for Concurrency and Parallelism in the Mach Operating System,""   IEEE Computer,   23(5)   35-43,   May   1990. "
267,Genetic_Algorithms,"[Karlin et al. 91]  Karlin, A. R., Li, K., Manasse, M., and Owicki, S.   Empirical Studies of Competitive Spinning for Shared Memory Multiprocessors.   In Proceedings of the Thirteenth ACM Symposium on Operating Systems Principles,   1991. "
268,Genetic_Algorithms,"[8]  O. Krieger, M. Stumm, and R. Unrau.   A Fair Fast Scalable Reader-Writer Lock.   In Proceedings of the 1993 International Conference on Parallel Processing,   St. Charles, IL,   August   1993. "
269,Genetic_Algorithms,"[Marsh et al. 91]  Marsh, B., Scott, M., LeBlanc, T., and Markatos, E.   First-Class User-Level Threads.   In Proceedings of the Thirteenth ACM Symposium on Operating Systems Principles,pages 110-121,Pacific Grove,   CA,   October   1991. "
270,Genetic_Algorithms,"[Mellor-Crummey and Scott, 1991]  John M. Mellor-Crummey and Michael L. Scott.   Algorithms for scal able synchronization on shared-memory multiprocessors.   ACM Trans. Comput. Syst.   9,   1 (Feb.   1991),   21-65. "
272,Genetic_Algorithms,"[WKS94]  R. Wisniewski, L. Kontothanassis, and M. Scott.   Scalable spin locks for multiprogrammed systems.   In Proceedings of the Eighth International Parallel Processing Symposium,   pages 583-589,   April   1994. "
273,Genetic_Algorithms,"[LRea90]  Virginia M. Lo, Sanjay Rajopadhye, and et. al. Oregami:   Software tools for mapping parallel computations to parallel architectures.   Technical Report CIS-TR-89-18,   Dept. Of Computer Scienve, University of Oregon, Eugene, Oregon 97403-1202,   1990. "
283,Genetic_Algorithms,"[Kay93]  J. Kay and J. Pasquale.   The Importance of Non-Data Touching Processing Overheads in TCP/IP.   In Proc. of SIGCOMM93,   pages 259268,   1993. "
284,Genetic_Algorithms,"[Massalin92]  Henry Massalin.   Synthesis: An Efficeint Implementation of Fundamental Operating System Services,   Ph.D. Thesis,   Columbia University 1992. "
287,Genetic_Algorithms,"[mccaine:packet]  Steven McCanne and Van Jacobsen.   The BSD Packet Filter: A New Architecture for User-Level Packet Capture.   In Proceedings of the 1993 Winter USENIX Conference , January 1993. "
290,Genetic_Algorithms,"[O\'Malley94]  S. O\'Malley, T. Proebstring, and A. Montz.   USC: A Universal Stub Compiler.   In Computer Communication Review,   volume 24,   pages 295-306.   ACM SIGCOMM,   September   1994.   (p 106) "
291,Genetic_Algorithms,"[Pettis & Hansen 90]  Pettis, K. and Hansen, R. C.   Profile guided code positioning.   In Proceedings of the ACM SIGPLAN \'90 Conference on Programming Language Design and Implementation (SIGPLAN \'90),   pages 1627,   June   1990. "
294,Genetic_Algorithms,"[Barto93]  Barto, A.G., Bradtke, S.J., Singh, S.P.,   1993.   Learning to Act using Real- Time Dynamic Programming.   Dept. of Computer Science Technical Report 93-02. University of Massachusetts, Amherst. "
298,Genetic_Algorithms,"[Howard 1960]  Howard, R. A.   1960.   Dynamic Programming and Markov Processes.   MIT Press. "
299,Genetic_Algorithms,"[Singh 94]  Singh, S. P.   Reinforcement Learning Algorithms for Average-Payoff Markovian Decision Processes.   In Proceedings of AAAI-94,   MIT Press,   Cambridge, MA,   1994. "
301,Genetic_Algorithms,"[42]  P. Tadepalli and D.   Ok. Scaling up average reward reinforcement learning by approx-imating the domain models and the value function.   In Proceedings of International Machine Learning Conference,   1996. "
303,Genetic_Algorithms,"[AW93]  Alexander S. Aiken and Edward L. Wimmers.   Type inclusion constraints and type inference.   In FPCA \'93, Conf. Funct. Program.   Lang. Comput. Arch.,   pages 31-41.   ACM,   1993. "
304,Genetic_Algorithms,"[Bruce96]  K. Bruce, L. Cardelli, G. Castagna, The Hopkins Object Group, G. Leavens, and B. Pierce.   On binary methods.   Theory and Practice of Obj. Sys.,   1996. (To appear.). "
305,Genetic_Algorithms,"[ESTZ95]  Jonathan Eifrig, Scott Smith, Valery Trifonov, Amy Zwarico.   An interpretation of typed OOP in a language with state.   Lisp and Symbolic Computation 8(4)   357-397,   December   1995. "
308,Genetic_Algorithms,"[5]  Guruduth Banavar, Douglas Orr, and Gary Lindstrom.   Layered, server-based support for object oriented application development.   In Luis-Felipe Cabrera and Marvin Theimer, editors,   Proceedings of the Fourth International Workshop on Object Orientation in Operating Systems,   pages 2-11,   Lund, Sweden,   August 14 - 15   1995.   IEEE Computer Society.   Also available as TR UUCS-95-007. "
309,Genetic_Algorithms,"[BL92]  Gilad Bracha and Gary Lindstrom.   Modularity meets inheritance.   In Proc. International Conference on Computer Languages,   pages 282-290,   San Francisco, CA,   April 20-23,   1992.   IEEE Computer Society.   Also available as Technical Report UUCS-91-017. "
310,Genetic_Algorithms,"[Bruce, 1994]  Kim B. Bruce.   A paradigmatic object-oriented programming language: Design, static typing and semantics.   Journal of Functional Programming,   4(2),   April   1994.   A preliminary version appeared in POPL 1993 under the title ""Safe Type Checking in a Statically Typed Object-Oriented Programming Language"". "
311,Genetic_Algorithms,"[Orr 92]  Orr, D. and Mecklenburg, R. W.   OMOS - An Object Server for Program Execution.   In Proceedings of the International Workshop on Object Oriented Operating Systems,   IEEE Computer Society Press, Los Alamitos,   CA,   1992,   pp. 200-209. "
315,Genetic_Algorithms,"[4]  H. T. Cadiz.   The development of a chaid-based model for chitra93.   Master\'s thesis,   Computer Sci. Dept., Virginia Tech, Blacksburg,   VA 24061-0106,   February   1994. "
319,Genetic_Algorithms,"[Carter91]  J. B. Carter, J. K. Bennett, and W. Zwaenepoel.   Implementation and Performance of Munin.   In Proceedingsof the 13th Symposium on Operating System Principles,   pages 152-164,   October   1991. "
320,Genetic_Algorithms,"[Cor]  T.H. Cormen, C.E. Leiserson, R.L. Rivest,   Introduction to Algorithms,   The MIT Electrical Engineering and Computer Science Series,   1990. "
321,Genetic_Algorithms,"[Klemettinen et al. 94]  Mika Klemettinen, Heikki Mannila, Pirjo Ronkainen, Hannu Toivonen, and A. Inkeri Verkamo:   Finding Interesting Rules from Large Sets of Discovered Association Rules.   Proceedings of the Third International Conference on Information and Knowledge Management,   ACM Press,   1994. "
324,Genetic_Algorithms,"[TAtNT95]  D. Patterson T. Anderson, D.   Culler and the NOW Team. A case for networks of workstations: Now.   Proceedings of IEEE Micro,   February   1995. "
326,Genetic_Algorithms,"[DDC + 97]  A. C. Arpaci Dusseau, R. H. Arpaci Dusseau, D. E. Culler, J. M. Hellerstein, and D. A. Patterson.   High-performance sorting on networks of workstations.   In Proc. SIGMOD Intl. Conf. on Management of Data,   pages 243254,   1997. "
336,Genetic_Algorithms,"[CLMY96]  David Culler, Lok Tin Liu, Richard Martin, and Chad Yoshikawa.   LogP performance assessment of fast network interfaces.   IEEE Micro,   pages 3543,   February   1996. "
342,Genetic_Algorithms,"[Letal92]  Leiserson, C.E., Abuhamdeh, Z.S., Douglas D.C., Feynman C.R., Ganmukhi, M.N., Hill, J.V., Hillis, W.D., Kuszmaul, B.C., St. Pierre, M.A., Wells, D.S., Wong, M.C., Yang, S.W., Zak, R.:   The network architecture of the Connection Machine CM-5,   Proceedings of the 4 th Annual ACM Symposium on Parallel Algorithms and Architectures (1992),   272-285 "
343,Genetic_Algorithms,"[9]  S. S. Lumetta, A. Krishnamurthy, D. E. Culler,   ""Towards Modeling the Performance of a Fast Connected Components Algorithm on Parallel Machines,""   Proceedings of Supercomputing \'95,   San Diego, California,   December   1995,   available at http://www.supercomp.org.sc95/proceedings/465 SLUM/SC95.HTM. "
344,Genetic_Algorithms,"[Martin 1994]  R. P. Martin. HPAM:   An Active Message layer for a network of HP workstations.   In Hot Interconnects II,   pp. 40-58,   Stanford University, Stanford,   CA,   August   1994. "
345,Genetic_Algorithms,"[Tem94]  S. K. Reinhardt, J. R. Larus, and D. A. Wood, Tempest and Typhoon:   User-Level Shared Memory,   Proceedings of the 21st Annual International Symposium on Computer Architecture,   April   1994. "
350,Genetic_Algorithms,"[RuS]  Rubinfeld, R., Sudan, M.:   Testing polynomial functions efficiently and over rational domains.   In:Proc. 3rd Symp. on Discrete Algorithms, ACM-SIAM 1992,   pp. 23-32. "
352,Genetic_Algorithms,"[5]  R. I. Brafman and Y. Shoham.   Knowledge considerations in robotics and distribution of robotic tasks.   In Proc. Fourteenth International Joint Conference on AI (IJCAI-95),   pp.96-102, Montreal,   1995. "
353,Genetic_Algorithms,"[Kautz and Selman, 1996]  Henry Kautz and Bart Sel-man.   Pushing the envelope: planning, propositional logic, and stochastic search.   In Proceedings of AAAI-96,   pages 1194-1201,   1996. "
355,Genetic_Algorithms,"[Weld, 1994]  D. Weld,   ""An Introduction to Least Commitment Planning,""   To appear in AI Magazine Summer/Fall 1994,   1994. "
358,Genetic_Algorithms," Leake, D.; Kinley, A.; and Wilson, D.   1996.   Linking adaptation and similarity learning.   In Proceedings of the Eighteenth Annual Conference of the Cognitive Science Society.   In press. "
359,Genetic_Algorithms,"[AHR98]  R. Alur, T.A. Henzinger, and S.K. Rajamani.   Symbolic exploration of transition hierarchies. In TACAS 98: Tools and Algorithms for Construction and Analysis of Systems,   LNCS 1384,   pages 330344,   1998. "
360,Genetic_Algorithms,"[Efron, 1983]  B. Efron,   Estimating the error rate of a prediction rule: improvement on cross-validation.   Journal of the American Statistical Association,   78,   316-331. "
361,Genetic_Algorithms,"[90]  Kohavi, R.   Wrappers for Performance Enhancement and Oblivious Decision Graphs.   PhD thesis,   Stanford University, Computer Science department,   1995. "
364,Genetic_Algorithms,"[BDR]  C. de Boor, R. A. de Vore, A. Ron,   On the construction of multivariate (pre-) wavelets, Constructive Approximation,   9(1993),   123-166. "
366,Genetic_Algorithms,"[km94]  M. Kaufmann and J S. Moore.   Design Goals for ACL2,   CLI Technical Report 101,   August   1994.   See reports/km94.ps. (Written about a year before ACL2 was first released, this document is now somewhat dated but does provide some perspective on the system, especially with respect to Nqthm.) "
367,Genetic_Algorithms,"[Dean et al., 1996]  Dean, D., Felton, E., and Wallach, D.   (1996).   Java security: From hotjava to netscape and beyond.   Web documents at URL: http://www.cs.princeton.edu/ ddean/java. Also see the related CERT Alert document CA-96.05. "
368,Genetic_Algorithms,"[7]  L. Gong.   New security architectural directions for Java.   In Proc. of IEEE COMPCON,   pages 97102,   1997. "
369,Genetic_Algorithms,"[18]  T. Jaeger, A. Prakash, and A. Rubin.   Building systems that flexibly control downloaded executable context.   In Proc of the 6th Usenix Security Symposium,   1996. "
373,Genetic_Algorithms,"[BCK]  M. Bellare, R. Canetti and H.   Krawczyk ""Psuedorandom functions revisited: The cascade construction and its concrete security,""   Proceedings of the 37th Symposium on Foundations of Computer Science, IEEE,   1996. "
374,Genetic_Algorithms,"[Kr95]  H. Krawczyk.   New Hash Functions for Message Authentication.   Proceedings of EUROCRYPT \'95, Lecture Notes in Computer Science,   vol. 921,   Springer-Verlag,   1995,   pp. 301-310. "
375,Genetic_Algorithms,"[BGG2]  M. Bellare, O. Goldreich and S. Goldwasser.   Incremental cryptography and application to virus protection.   Proceedings of the 27th Annual Symposium on Theory of Computing, ACM,   1995. "
376,Genetic_Algorithms,"[8]  M. Bellare, S. Goldwasser and D. Micciancio.   ""Pseudo-random"" Number Generation within Cryptographic Algorithms: the DSS Case.   In Crypto97, Springer Lecture Notes in Computer Science (Vol.   1294),   pages 277-291. "
377,Genetic_Algorithms,"[BGR]  M. Bellare, R. Gu erin and P. Rogaway,   ""XOR MAcs: New methods for message authentication using finite pseudorandom functions,""   Advances in Cryptology - Crypto 95 Proceedings, Lecture Notes in Computer Science Vol.   963,   D. Coppersmith ed.,   Springer-Verlag,   1995. "
378,Genetic_Algorithms,"[BKR]  M. Bellare, J. Kilian and P. Rogaway.   The security of cipher block chaining.   Crypto 94. "
379,Genetic_Algorithms,"[BeMi]  M. Bellare and S. Micali.   How to Sign Given any Trapdoor Permutation.   JACM,   Vol. 39, No. 1,   January   1992,   pp. 214-233. "
380,Genetic_Algorithms,"[BR96]  Mihir Bellare and Phillip Rogaway.   The exact security of digital signatures: How to sign with RSA and Rabin.   In U. Maurer, editor,   Advances in Cryptology|Eurocrypt 96, Lecture Notes in Computer Science Vol.   1070.   Springer-Verlag,   1996.   Revised version appears in http://www-cse.ucsd.edu/users/mihir/papers/crypto-papers.html. "
381,Genetic_Algorithms,"[CGKS-95]  B. Chor, O. Goldreich, E. Kushilevitz, and M. Sudan.   Private information retrieval.   In Proc. 36th Annual IEEE Symp. Foundations Comp. Sci.,   pp. 41-50,   1995. "
383,Genetic_Algorithms,"[DGOW95]  Ivan Damgard, Oded Goldreich, Tatsuaki Okamoto, and Avi Wigderson.   Honest verifier vs. dishonest verifier in public coin zero-knowledge proofs.   In Proceedings of Crypto `95, Lecture Notes in Computer Science,   volume 403.   Springer-Verlag,   1995. "
384,Genetic_Algorithms,"[Gol]  Goldreich, O.,   ""A Uniform-Complexity Treatment of Encryption and Zero-Knowledge"",   Jour. of Cryptology,   Vol. 6, No. 1,   1993,   pp. 21-53. "
385,Genetic_Algorithms,"[G]  O. Goldreich,   ""Foundations of Cryptography (Fragments of a Book)"",   ed.   Dept. of Computer Science and Applied Mathemetics, Weizmann Institute,   1995. "
386,Genetic_Algorithms,"[GoKr]  O. Goldreich and H. Krawczyk.   On the Composition of Zero Knowledge Proof Systems.   SIAM J. on Computing,   Vol. 25, No. 1,   pp. 169-192,   1996. "
389,Genetic_Algorithms,"[GSV98]  Oded Goldreich, Amit Sahai, and Salil Vadhan.   Honest verifier statistical zero-knowledge equals general statistical zero-knowledge.   Electronic Colloquium on Computational Complexity,   1998.   http://www.eccc.uni-trier/ eccc/. "
390,Genetic_Algorithms,"[32]  Mark R. Stevens and J. Ross Beveridge.   Precise Matching of 3-D Target Models to Multisensor Data.   IEEE Transactions on Image Processing,   page (to appear),   January   1997. "
391,Genetic_Algorithms,"[Mar96]  Mark R. Stevens and J. Ross Beveridge.   Interleaving 3D Model Feature Prediction and Matching to Support Multi-Sensor Object Recognition.   In Proceedings: Image Understanding Workshop, page (to appear),   Los Altos, CA,   Febru-ary   1996.   ARPA,   Morgan Kaufman. "
392,Genetic_Algorithms,"[Greiner92]  R. Greiner and I. Jurisica,   A Statistical Approach to Solving the EBL Utility Problem,   Proceedings of the Na tional Conference on Artificial Intelligence,   San Jose, CA,   July   1992,   pp. 241-248. "
393,Genetic_Algorithms,"[Gul92]  O. Guler,   Generalized linear complementarity problems and interior point algorithms for their solutions.,   Tech. report,   Technical Mathematics and Computer Science, Delft University of Technology,   The Netherlands,   April   1992. "
395,Neural_Networks,"[23]  H. Wasserman.   Reconstructing randomly sampled multivari ate polynomials from highly noisy data.   In Proc. 9th SODA,   pages 59-67,   1998. "
396,Neural_Networks,"[Cheeseman89]  P. Cheeseman, B. Kanefsky and W. M. Taylor,   Where the Really Hard Problems Are,   Proceedings of the Twelfth International Joint Conference on Artificial Intelligence,   Sidney, Australia,   August   1989,   pp. 163-169. "
398,Neural_Networks,"[ChLa95]  I.L. Chuang, R. Laamme, and P.W. Shor,   W.H. Zurek. Quantum Computers, Factoring,   and Decoherence Science Vol.   270.   December 8,   1995. "
399,Neural_Networks,"[54]  Tad Hogg.   Quantum computing and phase transitions in combinatorial search.   Los Alamos Physics Preprint Archive,   http://xxx.lanl.gov/abs/quant-ph/ 9508012,   August   1995. "
402,Neural_Networks,"[Minton et al., 1992]  Steven Minton, Mark Johnston, Andrew Philips, and Philip Laird.   Minimizing conflicts: a heuristic repair method for constraint satisfaction problem and scheduling problems.   Artificial Intelligence,   58   161-205,   1992. "
403,Neural_Networks,"[Mitchell92]  D. Mitchell, B. Selman and H. Levesque,   Hard and Easy Distributions of SAT Problems,   Proceedings of the National Conference on Artificial Intelligence,   San Jose, CA,   July   1992,   pp. 459-465. "
405,Neural_Networks,"[Se]  B. Selman.   A New Method for Solving Hard Satisfiability Problems.   Proceedings, AAAI,   1992,   pp. 440-446. "
407,Neural_Networks,"[Curless and Levoy 95]  B. Curless and M. Levoy,   ""Better Optical Triangulation through Spacetime Analysis,""   Proc. of Intl. Conf. on Computer Vision,   pp. 987-994,   Boston,   June   1995. "
408,Neural_Networks,"[DP95]  Trevor Darrell and Alex P. Pentland.   Cooperative robust estimation using layers of support.   IEEE Trans. on Pattern Analysis and Machine Intelligence,   17(5)   474-487,   1995. "
409,Neural_Networks,"[Lec89]  Yvan G. Leclerc.   Constructing simple stable descriptions for image partitioning.   International Journal of Computer Vision,   3   72-102,   1989.   31 "
410,Neural_Networks,"[Mardia et al., 1979]  Mardia, K. V., Kent, J. T., and Bibby, J. M.   (1979).   Multivariate Analysis.   New York:   Academic Press. "
411,Neural_Networks,"[9]  J.V. Miller and C.V. Stewart,   Robust Regression Minimizing Unbiased Scale Estimates,   Tech. report,   Computer Science Department, Rensselaer Polytechnic Institute,   1996.   (a) (b) (e) (f) measurements when MUSE extracts (c) one and (d) two surfaces per region. (e) and (f) Planar surfaces extracted for (c) & (d). "
412,Neural_Networks,"[39]  C. V. Stewart. MINPRAN:   A new robust estimator for computer vision.   IEEE PAMI,   17(10):925 938,   Oct.   1995. "
413,Neural_Networks,"[Agrawal et al., 1993c]  Rakesh Agrawal, Christos Faloutsos, and Arun Swami,   ""Efficient Similarity Search in Sequence Databases,""   In Proc. of the Fourth Int\'l Conference on Foundations of Data Organization and Algorithms,   October   1993. "
415,Neural_Networks,"[6]  D. Wettschereck.   A hybrid nearest-neighbor and nearest-hyperrectangle algorithm.   In Proc. 7th European Conference on Machine Learning,   pages 323-335,   1994.   5 "
416,Neural_Networks,"[Cohen 92]  William Cohen.   Compiling Prior Knowledge into an Explicit Bias.   In Derek Sleeman and Peter Edwards (eds.),   Proc. ML92,   pp. 102-110,   1992. "
417,Neural_Networks,"[16]  Tom M. Mitchell and Sebastian B. Thrun.   Learning Analytically and Inductively.   In Steier and Mitchell, editors,   Mind Matters: A Tribute to Allen Newell.   Erlbaum,   1995. "
418,Neural_Networks,"[Towell90]  G. G. Towell, J. W. Shavlik and M. O. Noordewier,   ""Refinement of Approximate Domain Theories by Knowledge-Based Artificial Neural Networks,""   Proceedings of the Eighth National Conference on Artificial Intelligence,   Boston, MA,   July   1990. "
419,Neural_Networks,"[Kuck et al. 81]  D. J. Kuck, R. H. Kuhn, B. Leasure, D. A. Padua, and M. Wolfe.   Dependence graphs and compiler optimizations.   In Proceedings of the 8th Symposium on Principles of Programming Languages,   pages 207-218,   January   1981. "
420,Neural_Networks,"[6]  Ellman, T. and Schwabacher, M.   ""Abstraction and Decomposition in Hill-climbing Design Optimization"".   Technical Report CAP-TR-14,   Department of Computer Science, Rutgers University,   New Brunswick, NJ,   January   1993.   ftp://ftp.cs.rutgers.edu/pub/technical-reports/cap-tr-14.ps.Z. "
422,Neural_Networks,"[FC94]  M.J. Franklin and M. Carey.   Client-Server Caching Revisited.   Morgan Kaufmann,   San Mateo, CA,   1994.   Editors: Ozsu, Valduriez,   Dayal. "
425,Neural_Networks,"[Satyanarayanan90]  Mahadev Satyanarayanan, James J. Kistler, Puneet Kumar, Maria E. Okasaki, E. H. Siegel, and D. C. Steere, Coda:   a highly available file system for a distributed workstation environment,   IEEE Transactions on Computers 39,   4 (April   1990),   447-459. "
429,Neural_Networks,"[Leffler89]  Samuel J. Leffler, Marshall Kirk McKusick, Michael J. Karels, and John S. Quarterman.   The Design and Implementation of the 4.3BSD Unix Operating System.   Addison-Wesley Publishing Company,   1989.   Rio: Storing Files Reliably in Memory 9 "
430,Neural_Networks,"[5]  Doyle, J.   A society of mind: Multiple perspectives, reasoned assumptions, and vir tual copies.   in: Proceedings of the Eighth International Joint Conference on Artificial Intelligence,   pages 309-314,   1983. "
431,Neural_Networks,"[8]  J. Doyle.   Reasoned assumptions and Pareto optimality.   In Proceedings of the Ninth International Joint Conference on Artificial Intelligence,   pages 87-90,   1985. "
432,Neural_Networks,"[9]  J. Doyle.   Constructive belief and rational representation.   Computational Intelligence,   5(1)   1-11,   February   1989. "
433,Neural_Networks,"[Doyle90]  J. Doyle,   Rationality and its Roles in Reasoning (extended version),   Proceedings of the National Conference on Artificial Intelligence,   Boston, MA,   1990,   pp. 1093-1100. "
